bids_name	NumberOfShells	bValues	bValuesEstimation	bdiffs_max	bdiffs_mean	bdiffs_median	bdiffs_min	efc_shell01	efc_shell02	efc_shell03	efc_shell04	efc_shell05	fa_degenerate	fa_nans	fber_shell01	fber_shell02	fber_shell03	fber_shell04	fber_shell05	fd_mean	fd_num	fd_perc	ndc	sigma_cc	sigma_pca	sigma_piesno	snr_cc_shell0	snr_cc_shell1_best	snr_cc_shell1_worst	snr_cc_shell2_best	snr_cc_shell2_worst	snr_cc_shell3_best	snr_cc_shell3_worst	snr_cc_shell4_best	snr_cc_shell4_worst	spikes_global	spikes_slice_i	spikes_slice_j	spikes_slice_k	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv
sub-001_ses-001_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3537	0.2213	0.2563	0.0039	2.6441	1.2284	0.9472	0.6651	0.6696	0.0	0.0	6.25	39.787	50.1736	39.69	18.49	19.039	279	99.64285714285714	0.8089	47.4433	19.273	7.2633	3.69	3.61	3.61	2.4	1.69	2.07	1.25	1.57	0.91	50.04	319.13	306.3	283.43	234.033	17.7912	41.451	18.0	958241.0	3.0	137.0	102.4888	8.4016	170.4993	402.4584	310.0	362767.0	106.0	1053.0	316.8761	6.9604	81.5431	222.3445	219.0	102600.0	89.0	364.0	88.7314
sub-001_ses-003_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3479	0.1641	0.1516	0.0066	2.6052	1.2354	0.9768	0.6822	0.6815	0.0	0.0	7.1419	34.3061	36.8622	28.4444	16.0	19.0561	279	99.64285714285714	0.8163	40.0303	19.3218	7.2633	4.42	4.28	4.28	2.88	2.02	2.48	1.51	1.86	1.1	50.72	328.69	305.51	290.25	213.4707	20.7564	46.7145	20.0	962788.0	3.0	156.0	111.2166	8.3725	177.9123	406.6639	315.0	358220.0	111.0	1051.0	318.0573	6.6877	83.0257	222.7102	218.0	97222.0	99.0	364.0	85.2263
sub-001_ses-004_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3477	0.1622	0.1524	0.0087	2.6243	1.1842	0.9275	0.6703	0.667	0.0	0.0	8.9778	40.7633	50.1736	32.8017	17.64	18.5892	279	99.64285714285714	0.4643	37.0651	19.1033	7.5935	4.7	4.73	4.73	3.06	2.17	2.57	1.78	1.8	1.2	49.98	314.91	321.3	270.02	202.2615	19.2738	42.41	18.0	959420.0	2.0	146.0	105.2508	9.1068	169.0167	394.6066	301.0	361588.0	104.0	1055.0	321.4043	11.5321	77.0953	214.253	208.0	105872.0	93.0	355.0	86.2775
sub-001_ses-005_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3351	0.2373	0.2751	0.0086	2.2426	1.076	0.8197	0.5707	0.596	0.0	0.0	22.25	133.898	186.7778	113.7778	53.7778	5.3866	279	99.64285714285714	0.6141	32.6172	15.8212	1.6508	5.06	5.07	5.07	3.23	1.99	2.74	1.83	1.99	1.2	34.5	184.17	183.89	194.69	603.1931	8.8956	28.7191	9.0	1499489.0	2.0	108.0	108.2369	8.7234	170.4993	406.2941	315.0	355003.0	112.0	1065.0	319.7974	11.5027	77.0953	228.4422	223.0	102449.0	106.0	370.0	87.8076
sub-001_ses-006_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3303	0.2491	0.2752	0.0044	2.1838	1.0704	0.8328	0.5793	0.6044	0.0	0.0	25.7901	117.4082	164.6944	106.7778	51.3611	4.2453	279	99.64285714285714	0.6474	42.9955	15.6885	1.6508	3.97	3.98	3.98	2.51	1.61	2.23	1.43	1.55	0.98	34.39	198.23	199.07	190.0	599.8584	8.8956	29.0489	9.0	1498926.0	2.0	111.0	103.2536	9.2486	176.4297	403.6646	312.0	355566.0	104.0	1070.0	327.7996	9.2308	87.4735	222.6692	219.0	104227.0	92.0	369.0	91.2356
sub-001_ses-007_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3404	0.1667	0.1928	0.0018	2.5917	1.1903	0.9384	0.6634	0.6614	0.0	0.0	9.5689	46.6944	47.8403	37.21	21.7778	19.2977	279	99.64285714285714	0.8461	48.9259	18.7527	6.9332	3.62	3.65	3.65	2.41	1.69	1.98	1.28	1.21	0.87	49.97	329.53	319.33	280.37	209.3339	17.7912	40.8837	17.0	959166.0	3.0	137.0	103.7874	9.4026	171.9819	395.2352	301.0	361842.0	100.0	1062.0	327.906	5.4775	84.5083	214.8794	211.0	104126.0	85.0	360.0	88.6718
sub-001_ses-008_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3405	0.1598	0.1671	0.01	2.5708	1.2001	0.9555	0.6805	0.6752	0.0	0.0	9.7656	34.3061	40.3846	25.0	14.5785	15.8291	279	99.64285714285714	0.4349	41.5129	18.8782	7.5935	4.45	4.43	4.43	2.85	2.06	2.35	1.6	1.48	1.14	49.19	323.63	314.2	252.62	190.7062	19.2738	45.6081	19.0	961284.0	3.0	159.0	106.7432	11.0198	176.4297	402.3721	300.0	359724.0	101.0	1101.0	347.102	3.5869	84.5083	210.3334	206.0	105182.0	81.0	356.0	86.8592
sub-001_ses-009_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1712	0.0902	0.1044	0.0064	2.3052	1.0711	0.8444	0.6	0.6158	0.0	0.0	28.0625	107.6406	115.5625	78.449	34.3061	7.9572	279	99.64285714285714	0.5152	46.702	15.6706	1.6508	3.88	3.81	3.81	2.38	1.69	1.95	1.16	0.89	0.81	33.0	204.97	211.44	177.43	191.9451	8.8956	27.9289	9.0	1498597.0	2.0	105.0	78.1301	10.826	177.9123	418.1461	316.0	355895.0	109.0	1113.0	347.735	8.1635	87.4735	230.1058	228.0	104938.0	94.0	376.0	92.8453
sub-001_ses-010_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3411	0.1621	0.1519	0.0024	2.6751	1.209	0.9492	0.6716	0.6608	0.0	0.0	8.2178	40.7633	51.3611	33.8512	22.8272	18.4857	279	99.64285714285714	0.4712	44.4781	19.0153	7.5935	4.15	4.2	4.2	2.73	1.86	2.3	1.49	1.38	1.07	49.14	325.31	316.96	256.14	167.5001	19.2738	42.8659	18.0	960355.0	2.0	150.0	102.1265	9.9267	173.4645	405.659	309.0	360653.0	108.0	1083.0	332.8756	7.6663	80.0605	222.1297	217.0	103749.0	101.0	362.0	84.8654
sub-001_ses-011_acq-highres_dir-AP_run-2_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3079	0.0794	0.0849	0.0044	2.3518	1.0734	0.8379	0.6037	0.6184	0.0	0.0	17.5802	110.25	121.0	68.0625	36.0	10.3831	278	99.28571428571429	0.5995	44.4781	15.7643	1.6508	3.96	3.93	3.93	2.5	1.63	2.06	1.14	1.37	0.85	32.61	191.76	196.54	177.43	184.2761	8.8956	28.9632	9.0	1499186.0	2.0	108.0	81.0233	9.9298	170.4993	415.3284	316.0	355306.0	112.0	1096.0	334.7338	10.7108	81.5431	234.8118	232.0	104576.0	105.0	376.0	90.4537
sub-001_ses-013_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3383	0.2493	0.281	0.0141	2.243	1.094	0.8536	0.5797	0.6022	0.0	0.0	30.0156	117.8776	124.1633	113.7778	53.7778	4.8767	279	99.64285714285714	0.6112	35.5825	15.9447	1.6508	4.61	4.49	4.49	3.06	1.87	2.45	1.59	1.88	1.12	34.9	198.23	196.54	188.99	648.4762	8.8956	28.6929	9.0	1500390.0	2.0	105.0	107.051	8.8796	180.8775	417.7546	321.0	354102.0	112.0	1107.0	335.8835	15.1404	84.5083	227.998	223.0	102789.0	98.0	373.0	91.9909
sub-001_ses-015_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3022	0.0914	0.1046	0.0056	2.3428	1.0547	0.8254	0.5931	0.6152	0.0	0.0	24.1406	107.6406	118.2656	75.9388	32.6531	8.1056	278	99.28571428571429	0.602	42.9955	15.6607	1.6508	3.96	3.85	3.85	2.51	1.54	2.06	1.1	1.16	0.8	33.13	202.44	211.16	177.1	169.5598	8.8956	28.6564	9.0	1498523.0	2.0	107.0	79.2002	8.835	177.9123	417.5977	316.0	355969.0	108.0	1113.0	338.9128	13.2532	83.0257	226.9366	225.0	103933.0	89.0	371.0	93.427
sub-001_ses-016_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3496	0.1645	0.1646	0.005	2.72	1.2214	0.9521	0.678	0.6721	0.0	0.0	6.0352	35.148	43.7633	28.4444	18.49	17.5664	279	99.64285714285714	0.4657	42.9955	19.1764	7.5935	4.3	4.15	4.15	2.74	1.98	2.32	1.57	1.47	1.14	50.66	319.97	323.28	273.78	172.7616	19.2738	43.3246	19.0	959414.0	3.0	147.0	102.7957	7.9762	176.4297	406.4629	312.0	361594.0	110.0	1063.0	319.9579	7.0028	75.6127	218.0952	214.0	100482.0	92.0	354.0	84.256
sub-001_ses-017_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.4102	0.2514	0.2839	0.0131	2.2183	1.0795	0.815	0.578	0.6062	0.0	0.0	28.0625	100.0	173.3611	106.7778	51.3611	6.4398	279	99.64285714285714	0.6507	38.5477	16.0265	1.6508	4.13	3.93	3.93	2.56	1.67	2.24	2.21	1.64	1.0	35.51	198.79	194.01	197.2	728.4799	8.8956	28.3211	9.0	1497706.0	2.0	104.0	106.9765	8.1046	177.9123	409.4075	314.0	356786.0	108.0	1082.0	324.8582	11.7219	81.5431	219.9051	216.0	103957.0	89.0	360.0	89.334
sub-001_ses-018_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3589	0.2471	0.2785	0.0083	2.6104	1.2067	0.9303	0.6622	0.6736	0.0	0.0	7.1419	34.3061	46.6944	38.44	19.36	17.5507	279	99.64285714285714	0.8216	38.5477	19.1318	7.2633	4.36	4.31	4.31	2.83	2.0	2.43	1.47	1.82	1.07	51.48	329.81	313.8	289.78	214.1437	19.2738	44.0856	19.0	959100.0	3.0	145.0	108.2638	8.3096	173.4645	400.9165	305.0	361908.0	104.0	1070.0	324.2675	8.3056	80.0605	216.262	212.0	103842.0	90.0	359.0	87.115
sub-001_ses-019_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3787	0.2525	0.281	0.0095	2.1371	1.0007	0.7595	0.5777	0.6102	0.0	0.0	28.0625	138.6327	182.25	96.6944	46.6944	4.9086	277	98.92857142857143	0.648	32.6172	16.0094	1.6508	4.56	4.37	4.37	2.87	1.76	2.39	1.82	1.7	1.16	35.96	170.67	188.95	206.92	780.648	8.8956	27.2749	9.0	1492780.0	2.0	101.0	106.4428	6.8154	164.5688	378.9898	297.0	361712.0	105.0	967.0	282.4376	14.3222	68.1997	211.6608	208.0	98093.0	97.0	337.0	78.9302
sub-001_ses-020_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3503	0.1628	0.1483	0.0053	2.6803	1.2214	0.9574	0.6818	0.6745	0.0	0.0	5.346	35.148	42.7515	28.4444	15.281	18.1406	279	99.64285714285714	0.4065	41.5129	19.1944	7.9236	4.38	4.38	4.38	2.84	1.95	2.41	1.55	1.7	1.09	50.46	329.25	328.01	274.73	180.8561	19.2738	46.2033	19.0	958626.0	3.0	159.0	111.2794	9.1695	171.9819	405.8296	308.0	362382.0	107.0	1089.0	331.2921	9.4573	80.0605	220.6847	217.0	107263.0	89.0	364.0	89.1081
sub-001_ses-021_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3467	0.1699	0.1641	0.0094	2.6179	1.2029	0.9435	0.676	0.6683	0.0	0.0	7.0156	40.7633	43.7633	34.9174	18.49	19.7228	279	99.64285714285714	0.4816	40.0303	19.1495	7.2633	4.74	4.57	4.57	2.99	2.21	2.55	1.68	1.79	1.21	50.02	323.06	335.12	270.73	210.7127	17.7912	41.7982	18.0	960508.0	3.0	139.0	101.7446	9.3552	169.0167	396.3298	307.0	360500.0	109.0	1027.0	310.897	7.3938	77.0953	217.581	214.0	98645.0	98.0	351.0	80.9627
sub-001_ses-022_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2974	0.0884	0.1017	0.0044	2.1734	0.9887	0.7774	0.5863	0.6064	0.0	0.0	32.25	147.449	150.9388	93.4444	40.1111	7.7038	279	99.64285714285714	0.598	42.9955	15.177	1.6508	4.07	4.15	4.15	2.59	1.71	1.96	1.2	0.97	0.88	33.51	202.44	211.72	179.11	199.6281	8.8956	28.8837	9.0	1498129.0	1.0	118.0	81.3133	11.8978	166.0514	393.2909	295.0	356363.0	100.0	1061.0	334.3826	7.5076	83.0257	213.6735	212.0	106518.0	83.0	351.0	88.0781
sub-001_ses-023_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2992	0.0836	0.0956	0.0058	2.2822	1.044	0.8281	0.6013	0.6193	0.0	0.0	26.2656	110.25	115.5625	78.449	32.6531	9.0568	279	99.64285714285714	0.5887	45.9607	15.8714	1.6508	3.72	3.5	3.5	2.32	1.49	1.95	1.11	1.3	0.83	34.13	198.23	205.82	192.01	172.4019	8.8956	28.7873	9.0	1498994.0	2.0	107.0	80.2236	9.9417	171.9819	407.7034	311.0	355498.0	110.0	1067.0	325.6464	12.8793	80.0605	226.4106	224.0	99376.0	99.0	365.0	87.7851
sub-001_ses-024_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1484	0.0907	0.1061	0.0045	2.2336	1.012	0.7936	0.5855	0.6064	0.0	0.0	27.5625	147.449	154.4694	96.6944	42.25	7.9322	279	99.64285714285714	0.665	41.5129	15.464	1.6508	4.25	4.25	4.25	2.73	1.73	2.08	1.29	0.98	0.86	33.86	200.47	207.79	183.13	181.953	8.8956	28.5761	9.0	1496894.0	2.0	114.0	80.4233	10.9716	167.5341	400.1219	302.0	357598.0	102.0	1072.0	332.5207	6.6889	81.5431	220.6144	219.0	105841.0	86.0	360.0	89.4447
sub-001_ses-025_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3715	0.2896	0.3222	0.0114	2.7401	1.2466	0.9374	0.659	0.6681	0.0	0.0	5.6406	34.8214	52.8926	38.44	20.25	16.1495	279	99.64285714285714	0.4715	41.5129	19.2108	7.9236	4.53	4.52	4.52	2.93	2.07	2.3	1.71	1.52	1.09	49.96	324.19	333.14	269.32	224.9236	17.7912	41.8016	18.0	960783.0	3.0	136.0	106.2001	8.7258	173.4645	411.7819	315.0	360225.0	112.0	1086.0	328.2412	10.3906	80.0605	225.317	221.0	106434.0	93.0	367.0	90.077
sub-001_ses-026_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3214	0.2315	0.2647	0.006	2.2231	1.0169	0.7653	0.5596	0.5881	0.0	0.0	32.7347	186.7778	196.0	148.84	67.24	6.0855	279	99.64285714285714	0.6161	32.6172	15.5172	1.6508	4.75	4.82	4.82	3.02	1.82	2.46	1.56	1.92	1.03	34.49	187.26	189.51	192.68	772.5443	8.8956	25.8238	8.0	1496147.0	1.0	99.0	97.4871	8.4097	166.0514	393.7846	301.0	358345.0	103.0	1054.0	317.3381	10.243	75.6127	214.6108	211.0	102088.0	93.0	346.0	83.2897
sub-001_ses-028_acq-highres_dir-RL_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3409	0.166	0.161	0.0075	2.5903	1.157	0.899	0.6696	0.6675	0.0	0.0	8.0625	42.7515	51.3611	31.7686	17.64	19.7429	279	99.64285714285714	0.4429	38.5477	19.0533	7.5935	4.53	4.55	4.55	3.09	2.11	2.47	1.73	1.75	1.17	50.4	318.0	313.8	274.49	225.6057	17.7912	40.9261	18.0	958604.0	3.0	138.0	100.2961	9.445	166.0514	389.3459	292.0	362404.0	101.0	1056.0	322.8689	11.4054	74.1301	207.8608	203.0	111685.0	82.0	347.0	86.2343
sub-001_ses-037_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3671	0.2649	0.2956	0.0106	2.6181	1.2083	0.9209	0.6592	0.6706	0.0	0.0	8.2656	38.8225	49.0	36.0	18.49	12.6357	279	99.64285714285714	0.8113	42.9955	19.124	7.5935	3.8	3.84	3.84	2.57	1.74	2.09	1.44	1.41	0.99	51.57	344.15	325.64	294.25	246.7538	17.7912	42.0198	18.0	960023.0	3.0	136.0	108.1177	8.5016	179.3949	406.1523	305.0	360985.0	100.0	1113.0	340.1821	7.8426	83.0257	214.5444	210.0	106803.0	84.0	361.0	89.6317
sub-001_ses-038_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.326	0.2314	0.2662	0.0023	2.1749	1.0189	0.777	0.5672	0.5973	0.0	0.0	33.6406	133.898	182.25	96.6944	46.6944	6.0686	279	99.64285714285714	0.6295	38.5477	15.4587	1.3206	4.04	4.09	4.09	2.58	1.73	2.18	1.46	1.68	1.05	34.96	202.72	198.79	192.01	780.5716	7.413	26.8455	8.0	1497116.0	2.0	102.0	99.4894	8.7688	173.4645	398.4748	300.0	357376.0	100.0	1094.0	334.3249	10.4999	77.0953	209.9407	205.0	101788.0	89.0	345.0	84.0824
sub-001_ses-039_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3588	0.2453	0.2776	0.0101	2.6037	1.1994	0.9292	0.6561	0.6635	0.0	0.0	8.2656	39.787	54.2231	36.0	22.8272	21.9017	279	99.64285714285714	0.8091	42.9955	18.8372	7.2633	4.08	4.07	4.07	2.68	1.87	2.16	1.49	1.48	1.01	51.16	339.65	333.54	289.07	262.9888	17.7912	39.8834	18.0	960568.0	3.0	127.0	106.8628	9.3816	173.4645	399.6208	305.0	360440.0	102.0	1069.0	327.9699	5.1409	84.5083	215.6772	212.0	101485.0	87.0	357.0	85.8133
sub-001_ses-040_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.1644	0.0817	0.0941	0.0081	2.2533	1.0071	0.7845	0.5837	0.6044	0.0	0.0	24.1406	147.449	158.0408	106.7778	42.25	9.6976	278	99.28571428571429	0.6298	41.5129	15.5869	1.6508	4.03	4.05	4.05	2.57	1.62	2.03	1.19	1.17	0.89	33.16	196.82	205.54	180.28	190.3543	8.8956	27.1045	8.0	1497141.0	2.0	107.0	74.9971	9.4898	166.0514	398.7917	303.0	357351.0	103.0	1066.0	324.3348	15.7739	78.5779	223.342	220.0	106679.0	96.0	360.0	89.7483
sub-001_ses-041_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2303	0.0904	0.1009	0.0075	2.2554	0.9815	0.7653	0.5988	0.6267	0.0	0.0	22.5625	118.2656	123.7656	83.5918	32.6531	12.0416	278	99.28571428571429	0.5904	37.0651	15.6887	1.6508	4.25	4.22	4.22	2.72	1.81	2.23	1.32	1.62	0.8	34.32	191.48	206.38	195.19	199.2284	8.8956	26.4877	9.0	1497885.0	2.0	101.0	74.4203	7.7814	163.0862	391.0461	296.0	356607.0	103.0	1038.0	310.0314	16.6082	71.1649	216.1393	213.0	103986.0	96.0	345.0	84.1701
sub-001_ses-042_acq-highres_dir-PA_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.329	0.2428	0.273	0.0081	2.2059	1.04	0.7901	0.5822	0.6134	0.0	0.0	24.1406	100.0	137.2245	78.449	36.0	4.0415	279	99.64285714285714	0.7505	34.0999	15.7934	1.6508	4.6	4.61	4.61	2.92	1.95	2.64	1.86	1.86	1.26	34.87	182.48	183.6	192.51	745.9137	8.8956	28.5295	9.0	1495785.0	2.0	111.0	105.0665	8.0962	167.5341	398.3967	304.0	358707.0	105.0	1068.0	319.5929	13.5207	74.1301	217.9776	213.0	106287.0	92.0	358.0	88.7608
sub-001_ses-043_acq-highres_dir-AP_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.2976	0.0918	0.0936	0.0072	2.2266	1.022	0.8013	0.5947	0.6171	0.0	0.0	25.0625	112.8906	121.0	81.0	32.6531	10.0026	279	99.64285714285714	0.7507	37.0651	15.5462	1.6508	4.8	4.59	4.59	2.97	1.95	2.47	1.39	1.67	0.93	33.17	188.38	199.63	180.95	207.9891	8.8956	27.2705	9.0	1499623.0	2.0	104.0	78.6474	9.2838	163.0862	393.9624	306.0	354869.0	108.0	1015.0	305.9019	9.6813	80.0605	224.4416	225.0	102727.0	96.0	358.0	86.7919
sub-001_ses-044_acq-highres_dir-LR_dwi	4	[0.0, 700.0, 1000.0, 2000.0, 3000.0]	[700.0, 1000.0, 2000.0, 3000.0]	0.3575	0.2399	0.2737	0.0101	2.5162	1.1388	0.8769	0.6473	0.663	0.0	0.0	9.1733	47.8403	67.24	44.4444	21.7778	16.7426	279	99.64285714285714	0.7863	37.0651	18.9362	7.2633	4.56	4.62	4.62	2.97	2.04	2.45	1.56	1.89	1.11	50.59	318.29	318.14	284.13	223.9837	17.7912	40.7563	17.0	957399.0	2.0	141.0	104.7485	8.6383	160.121	376.1621	289.0	363609.0	95.0	1003.0	302.7487	11.8513	78.5779	208.8784	205.0	105170.0	81.0	346.0	87.7147
