trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0183229	0.00356
0.0343	-0.008	0.0039	-0.0003874630939427412	-4.363323129985824e-05	5.93411945678072e-05	1.06368005	94.6651001	1.03646574	0.07072187599052034	0.0165096	0.00191
0.0114	0.0019	-0.0138	-1.5707963267948964e-05	0.00023561944901923448	0.00032637657012293966	1.01786375	90.58755493	1.01751569	0.09640215932745087	0.0162907	0.00171
0.0273	-0.0077	-0.0023	-0.00046425758103049166	0.0006370451769779302	0.00020769418098732522	1.03102779	91.75912476	1.02575895	0.08543288674284266	0.0166239	0.00185
0.0016	-0.0005	-0.0198	-0.0001291543646475804	0.000757472895365539	0.0003106686068549907	1.02804494	91.49365234	1.02145155	0.07832526803190927	0.0163092	0.00139
0.0181	-0.0018	-0.0285	-0.00032463124087094524	0.0007470009198535729	0.00021118483949131387	1.031353	91.78806305	1.02587342	0.041771630954950394	0.016288	0.00147
-0.0021	0.0047	-0.041	-0.00017104226669544429	0.0006003932626860494	0.0003595378259108319	1.03794026	92.37431335	1.02922159	0.06162748088812712	0.015854	0.00121
0.0097	0.0061	-0.0496	-0.0002740166925631097	0.0005166174585903216	0.00032637657012293966	1.03967392	92.5286026	1.02984482	0.03279557428756427	0.0153975	0.00143
0.0169	0.0063	-0.0398	-0.0004729842272904633	0.0003473205211468716	0.00040666171571467877	1.03620672	92.22003937	1.02709666	0.03962748088812713	0.0149022	0.001
-0.001	0.0133	-0.0681	-0.00019896753472735358	0.0006911503837897545	0.0006475171524898963	1.03120804	91.77516174	1.02381585	0.09613509959906048	0.0150225	0.0011
0.0252	0.0104	-0.0625	-0.0005550147021341969	0.0006370451769779302	0.0005585053606381855	1.02367449	91.10469055	1.01892219	0.05965820830351892	0.014922	0.00104
0.0187	0.0163	-0.0849	-0.0003769911184307752	0.0007086036763096977	0.0008063421144213803	1.03123474	91.77753448	1.02417452	0.059670941840919194	0.0151103	0.00138
0.0257	0.0198	-0.1065	-0.00039095375244672985	0.0005969026041820607	0.0008429940287132613	1.02723467	91.42154694	1.02155977	0.04021578102177363	0.0150236	0.0012
0.0281	-0.0055	-0.0872	-0.0007627088831215222	0.00017976891295541595	0.00045902159327450867	1.02764821	91.45834351	1.02147374	0.10564306286700947	0.0146255	0.00094
-0.01	0.0027	-0.0971	-0.0005340707511102648	0.0004520402762665313	0.0005201081170943102	1.03903449	92.47170258	1.02753062	0.08429980095710872	0.0147926	0.00107
0.0266	0.0061	-0.0786	-0.0011257373675363424	0.0003473205211468716	0.00042760566673861073	1.04926324	93.3820343	1.03663815	0.09794444109507185	0.0147651	0.00103
0.0024	0.0002	-0.0772	-0.0009197885158010115	0.00023911010752322313	0.0004747295565424576	1.0403285	92.58686066	1.02966967	0.04956415775814131	0.0147566	0.00101
0.0141	0.0021	-0.065	-0.0010559241974565693	0.00029496064358704166	0.00029321531433504735	1.0359832	92.20014191	1.0249788	0.044475022996339326	0.0149657	0.00119
0.0147	-0.0111	-0.0379	-0.0011955505376161158	0.000486946861306418	0.00039968039870670147	1.03217983	91.86164856	1.02328146	0.06280388211252884	0.0155796	0.00143
-0.0103	0.0019	-0.0654	-0.0007539822368615504	0.0007906341511534313	0.0006126105674500097	1.04331124	92.85232544	1.0329644	0.11340928796724437	0.0154221	0.00126
0.0276	-0.0056	-0.0495	-0.0010873401239924673	0.0006859143960337716	0.00039968039870670147	1.03913379	92.48053741	1.02847791	0.09385039054969424	0.0153635	0.00114
-0.0002	-0.0009	-0.0515	-0.0008918632477691023	0.00021467549799530252	0.0002740166925631097	1.06616652	94.88639069	1.05250487	0.07411897402027126	0.0154943	0.00143
0.0167	0.0114	-0.064	-0.0007173303225696694	5.93411945678072e-05	0.00020420352248333657	1.04668617	93.15267944	1.03525632	0.06168401993533507	0.0146376	0.00096
0.0452	0.0052	-0.06	-0.0009128071987930344	-7.155849933176751e-05	0.0002181661564992912	1.01543534	90.37142944	1.01008969	0.05571696020694472	0.0149252	0.00108
0.025	0.0175	-0.0915	-0.0004537856055185257	0.00017104226669544429	0.0005567600313861911	1.03227544	91.87016296	1.02408162	0.116010811709431	0.0148973	0.00111
0.0495	0.0108	-0.0778	-0.000874409955249159	-6.806784082777885e-05	0.00029496064358704166	1.01727664	90.53530121	1.01410706	0.0909766922526503	0.015258	0.00119
0.0288	0.0111	-0.0625	-0.0006230825429619757	5.4105206811824215e-05	0.00047123889803846896	1.02483857	91.2082901	1.01933858	0.06378893571891069	0.0154445	0.00121
0.0219	0.0178	-0.0884	-0.0005637413483941684	0.00026878070480712676	0.0006754424205218055	1.03931642	92.49678802	1.02972257	0.06341101075232232	0.015709	0.00118
0.0382	0.0158	-0.0879	-0.0009878563566287904	0.00041015237421866745	0.00034033920413889426	1.05766845	94.13008118	1.04481251	0.06382949470145369	0.0153168	0.00123
-0.0103	0.0181	-0.1033	-0.00048345620280242926	0.0005567600313861911	0.0002583087292951608	1.06806517	95.05535889	1.04810299	0.10285191429188092	0.0151198	0.00129
-0.0286	0.0139	-0.0913	-0.000296705972839036	0.0005811946409141118	0.0006335545184739417	1.06549513	94.82663727	1.04369038	0.06382153143350475	0.0155847	0.00127
-0.0022	0.0078	-0.1097	-0.00047647488579445195	0.0004363323129985824	0.00045902159327450867	1.0618186	94.49943542	1.0468117	0.0758582083035189	0.0155556	0.00124
0.0026	0.0011	-0.0939	-0.000726056968829641	0.00039793506945470715	0.0003647738136668148	1.03237844	91.87932587	1.02186603	0.04641135530933792	0.015373	0.00116
-0.001	0.0109	-0.0985	-0.0005358160803622592	0.0004206243497306334	0.00017976891295541595	1.02161384	90.9213028	1.01560399	0.03789675347273535	0.0149989	0.001
0.0382	0.006	-0.1029	-0.0009162978572970229	0.00032637657012293966	0.00027750735106709843	1.01524472	90.3544693	1.01019288	0.077123399732707	0.0145057	0.00095
0.0209	0.0039	-0.1	-0.0006702064327658224	0.0002583087292951608	0.0005253441048502931	1.02347159	91.0866394	1.01710432	0.05039980095710871	0.0146784	0.00099
0.0215	0.002	-0.1052	-0.0008395033702092724	0.00013962634015954637	0.0003822271061867582	1.01038229	89.92172241	1.00677169	0.029254816262129963	0.0147505	0.00087
0.0321	0.0024	-0.0903	-0.0010157816246606998	8.37758040957278e-05	0.00028099800957108706	1.02235377	90.9871521	1.01674353	0.04256789435654584	0.0148234	0.00115
0.014	0.0017	-0.0923	-0.0009546951008408983	8.901179185171081e-05	0.00014486232791552936	1.0438509	92.90035248	1.03081991	0.03092290966156709	0.0148286	0.00104
-0.0253	-0.0005	-0.0687	-0.0007592182246175333	-6.9813170079773176e-06	0.00016406094968746698	1.04017627	92.57331848	1.02815273	0.08063343034274953	0.0145502	0.00114
0.0148	-0.0018	-0.0872	-0.001022762941668677	0.000148352986419518	0.00013439035240356338	1.02439857	91.16913605	1.01756475	0.08232748088812714	0.0143734	0.00103
-0.0217	0.0012	-0.076	-0.0007592182246175333	0.0002251474735072685	0.0002024581932313422	1.0205847	90.82971191	1.016545	0.07112035224833366	0.0145423	0.00095
-0.0114	-0.0077	-0.1	-0.000874409955249159	-2.268928027592628e-05	-0.00012217304763960306	1.02041578	90.81467438	1.01560658	0.07758298626428829	0.0144665	0.00103
-0.0123	-0.0109	-0.0799	-0.0009023352232810684	-0.00020943951023931956	-0.00013962634015954637	1.01324153	90.17618561	1.00983166	0.035806439525762304	0.0142629	0.00086
-0.0173	-0.0002	-0.0941	-0.000640535835481919	0.00017802358370342162	0.00010471975511965978	1.02310157	91.05371094	1.01552975	0.07458042885105484	0.0142729	0.00108
0.0271	0.0053	-0.0952	-0.0009075712110370514	0.0001012290966156711	7.853981633974481e-05	1.02977431	91.64756012	1.0229319	0.06950049007113988	0.0143067	0.00092
0.0374	0.0258	-0.1388	-0.0011833332328521555	7.853981633974481e-05	-0.0003473205211468716	1.04807031	93.27586365	1.03367067	0.11061558197888235	0.0160812	0.00154
-0.0766	0.0088	-0.0976	-0.0004049163864626844	-2.96705972839036e-05	-0.0001884955592153876	1.07585061	95.74825287	1.05719364	0.2244726110972302	0.0148604	0.00118
-0.0294	0.0118	-0.0948	-0.0004799655442984406	-6.981317007977319e-05	8.37758040957278e-05	1.05241871	93.66286469	1.03806131	0.0723731546971371	0.0145928	0.00104
0.0416	0.0235	-0.1271	-0.0006562437987498679	-0.00019547687622336493	-0.0002565634000431664	1.05400741	93.80425262	1.04156356	0.14711405823669563	0.0156688	0.00136
-0.058	0.0155	-0.1058	-0.00016231562043547262	-9.075712110370512e-05	-0.00011344640137963142	1.08761859	96.795578	1.06155913	0.16598824660487949	0.0151333	0.00115
-0.0084	0.0097	-0.0931	-0.000705113017805709	-0.00011170107212763708	5.759586531581287e-05	1.07305455	95.49940491	1.05063977	0.10483918075448063	0.0146402	0.00115
0.0046	0.0083	-0.118	-0.00062482787221397	-0.000153588974175501	-0.00012217304763960306	1.0342052	92.04190826	1.02772914	0.05439709802975093	0.0146719	0.00122
0.0142	0.0068	-0.1122	-0.0005497787143782138	-0.00038048177693476387	-8.726646259971648e-05	1.02552307	91.26921082	1.02103472	0.033742427281745285	0.0147283	0.00108
0.0477	0.0172	-0.144	-0.0006963863715457374	-0.0003874630939427412	-0.0002007128639793479	1.07361495	95.54927826	1.0465436	0.08905176877775661	0.0162323	0.0016
-0.0313	-0.0027	-0.1049	-0.00014486232791552936	-0.0	-1.2217304763960308e-05	1.08469498	96.5353775	1.05270463	0.19437413483941687	0.0151398	0.00115
0.0324	-0.0155	-0.1063	-0.0009354964790689606	-0.00011170107212763708	-0.00013264502315156904	1.05186999	93.61402893	1.03550981	0.12903814708343386	0.0157495	0.0014
-0.0332	-0.0162	-0.0997	-0.0006422811647339132	-2.6179938779914945e-05	-5.585053606381854e-05	1.05037558	93.4810257	1.03593306	0.095676546738526	0.0165029	0.0015
0.0063	-0.0244	-0.0767	-0.0011135200627723821	-0.00030194196059501896	-0.0002652900463031381	1.04081297	92.62998199	1.02875643	0.11852202150464462	0.0161198	0.0013
-0.0086	-0.0159	-0.1016	-0.0011519173063162574	-0.0002652900463031381	-0.0002600540585471551	1.04110086	92.6556015	1.0290289	0.052314257279586954	0.0161439	0.00143
-0.0474	-0.0251	-0.07	-0.0009965830028887623	-9.42477796076938e-05	-0.00018675022996339323	1.04585242	93.07848358	1.03142557	0.09958401993533504	0.0158414	0.00115
-0.0059	-0.0215	-0.0893	-0.001291543646475804	-0.00011344640137963142	-0.0003595378259108319	1.02020156	90.79561615	1.01321272	0.0887473430653209	0.0150791	0.00101
-0.0056	-0.0207	-0.0854	-0.0011117747335203881	-0.00014660765716752367	-0.000312413936106985	1.00960135	89.85221863	1.00785913	0.01800270292735775	0.0148254	0.00094
0.0274	-0.0236	-0.1042	-0.0012880529879718153	-0.0004415683007545654	-0.00040317105721069014	1.02264166	91.01277161	1.01631222	0.08279980095710869	0.0152894	0.0012
-0.0354	-0.0333	-0.0835	-0.0008063421144213803	-0.00041538836197465044	-0.0002513274122871834	1.03298831	91.93360138	1.02218839	0.12618672286269284	0.0147035	0.00098
0.0408	-0.0357	-0.1	-0.0012147491593880533	-0.0006422811647339132	-0.00034906585039886593	1.03037107	91.70067596	1.01990828	0.1317519142918809	0.014943	0.00103
-0.0203	-0.0288	-0.0956	-0.0005951572749300663	-0.0006911503837897545	-0.0003316125578789226	1.03602159	92.20355988	1.02499455	0.10669571980168858	0.0149208	0.00109
0.0291	-0.0285	-0.0901	-0.0011431906600562858	-0.0007504915783575615	-0.0003822271061867582	1.03825068	92.40194702	1.02825985	0.0880994564000931	0.0150344	0.0011
-0.0134	-0.0236	-0.104	-0.000593411945678072	-0.00047822021504644627	-0.00029496064358704166	1.0438844	92.90332794	1.03278538	0.10676582701445228	0.0145668	0.00114
-0.0158	-0.0357	-0.0891	-0.000661479786505851	-0.00012740903539558605	-0.00031415926535897925	1.01637089	90.45468903	1.01250958	0.05130388211252884	0.0145484	0.00089
-0.04	-0.0316	-0.1109	-0.0004747295565424576	-4.537856055185256e-05	-9.42477796076938e-05	1.01707339	90.51721191	1.0121454	0.07453460952792061	0.0145599	0.0011
